Product Category,Column Name Raw,Column Name,Column Top Values,Column Unit,Column Min,Column Max,Column Definition,Approved
Notebooks,Number of WLAN antennas.27445.unit,Number of WLAN antennas_unit,,,,,The unit of measure for the Number of WLAN antennas column.,True
Notebooks,Number of pointing stick buttons.27479,Number of pointing stick buttons,,,,,The number of buttons on the pointing stick of the notebook.,True
Notebooks,Number of pointing stick buttons.27479.unit,Number of pointing stick buttons_unit,,,,,The unit of measure for the Number of pointing stick buttons column.,True
Notebooks,HDD 2 capacity.22906,HDD 2 capacity,,,,,"The capacity of the secondary hard disk drive (HDD) in the notebook, measured in gigabytes (GB). This value must be a positive integer, representing the exact capacity of the HDD. For example, 750.0 GB.",True
Notebooks,HDD 2 capacity.22906.unit,HDD 2 capacity_unit,,,,,The unit of measure for the HDD 2 capacity column.,True
Notebooks,CD-ROM read speed.3227,CD-ROM read speed,,,,,"The CD-ROM read speed of the notebook, measured in x (ex. 24.0 x, 1.0 x).",True
Notebooks,CD-ROM read speed.3227.unit,CD-ROM read speed_unit,,,,,The unit of measure for the CD-ROM read speed column.,True
Notebooks,Machined aluminium design.35134,Machined aluminium design,,,,,"Aluminium is often used in the design of high-end notebooks. It is a good conductor of electricity, and also aids in the dissipation of heat from the notebook. This column indicates whether the notebook's design makes use of machined aluminium or not.",True
Notebooks,Machined aluminium design.35134.unit,Machined aluminium design_unit,,,,,The unit of measure for the Machined aluminium design column.,True
Notebooks,Number of Graphics & IMC Die Transistors.10325,Number of Graphics & IMC Die Transistors,,,,,The number of Graphics & IMC die transistors in the notebook.,True
Notebooks,Number of Graphics & IMC Die Transistors.10325.unit,Number of Graphics & IMC Die Transistors_unit,,,,,The unit of measure for the Number of Graphics & IMC Die Transistors column.,True
Notebooks,Number of QPI links.10328,Number of QPI links,,,,,"The number of QPI links for the laptop. It is an integer value, with a minimum of 1.0 and a maximum of 15.0",True
Notebooks,Number of QPI links.10328.unit,Number of QPI links_unit,,,,,The unit of measure for the Number of QPI links column.,True
Notebooks,Battery capacity (tablet).16113,Battery capacity (tablet),,,,,"Battery capacity of the tablet version of the product, in mAh. Ranges from 1.0 to 42800.0 mAh.",True
Notebooks,Battery capacity (tablet).16113.unit,Battery capacity (tablet)_unit,,,,,The unit of measure for the Battery capacity (tablet) column.,True
Notebooks,HD DVD-ROM read speed.5589,HD DVD-ROM read speed,,,,,"The HD DVD-ROM read speed of the notebook, in x speed. Min: 1.0 x, Max: 8.0 x",True
Notebooks,HD DVD-ROM read speed.5589.unit,HD DVD-ROM read speed_unit,,,,,The unit of measure for the HD DVD-ROM read speed column.,True
Notebooks,HD DVD-ROM write speed.5590,HD DVD-ROM write speed,,,,,"The HD DVD-ROM write speed of the notebook, in x.",True
Notebooks,HD DVD-ROM write speed.5590.unit,HD DVD-ROM write speed_unit,,,,,The unit of measure for the HD DVD-ROM write speed column.,True
Notebooks,Charging time.4087,Charging time,,,,,The charging time of the notebook. This is the time it takes to charge the battery of the notebook to its full capacity. The unit of measurement is minutes. Format is decimal.,True
Notebooks,Charging time.4087.unit,Charging time_unit,,,,,The unit of measure for the Charging time column.,True
Notebooks,Hall sensor.38333,Hall sensor,,,,,Boolean value indicating presence of Hall sensor in notebook.,True
Notebooks,Hall sensor.38333.unit,Hall sensor_unit,,,,,The unit of measure for the Hall sensor column.,True
Notebooks,Display size (HxV) (imperial).2282,Display size (HxV) (imperial),,,,,"The display size of the notebook. The size is provided in a format of HxV, where H is the height and V is the width of the display.",True
Notebooks,Display size (HxV) (imperial).2282.unit,Display size (HxV) (imperial)_unit,,,,,The unit of measure for the Display size (HxV) (imperial) column.,True
Notebooks,Storage drive controller.622,Storage drive controller,,,,,"The type of controller used for the storage drive. Examples include SATA, SATA II, Serial ATA-150, SATA Hard Disk Drive, and SMART PATA.",True
Notebooks,Storage drive controller.622.unit,Storage drive controller_unit,,,,,The unit of measure for the Storage drive controller column.,True
Notebooks,ATI XGP ports quantity.7026,ATI XGP ports quantity,,,,,The ATI XGP ports quantity refers to the number of ATI XGP ports that are on the notebook. The ATI XGP is a high-performance graphics card that is used for gaming and other graphics-intensive tasks. The quantity of the ports is important because it determines how many monitors or other devices can be connected to the notebook.,True
Notebooks,ATI XGP ports quantity.7026.unit,ATI XGP ports quantity_unit,,,,,The unit of measure for the ATI XGP ports quantity column.,True
Notebooks,Included power plug types.19308,Included power plug types,,,,,The power plug types that are included with the notebook. This can be a list of power plug types or a single power plug type.,True
Notebooks,Included power plug types.19308.unit,Included power plug types_unit,,,,,The unit of measure for the Included power plug types column.,True
Notebooks,Mouse included on selected markets only.36393,Mouse included on selected markets only,,,,,Mouse included on selected markets only. This column indicates whether or not a mouse is included with the notebook in the selected market. The value is either True or False.,True
Notebooks,Mouse included on selected markets only.36393.unit,Mouse included on selected markets only_unit,,,,,The unit of measure for the Mouse included on selected markets only column.,True
Notebooks,Sustainability compliance.42512,Sustainability compliance,,,,,"Whether or not the product was produced sustainably. This is a pass/fail test, so the value will be either true or false.",True
Notebooks,Sustainability compliance.42512.unit,Sustainability compliance_unit,,,,,The unit of measure for the Sustainability compliance column.,True
Notebooks,Compatible products.2190,Compatible products,,,,,"The Compatible products column contains information about which products are compatible with the notebook. This information is usually found in the product manual or on the manufacturer's website.

The column may contain a list of compatible products, or it may contain a single compatible product. If the column contains a list of compatible products, the list should be separated by commas. If the column contains a single compatible product, the product should be listed as a string.

For example, the Compatible products column may contain the following values:
Windows 7 Professional 64-bit, Windows 8 Pro 64-bit, Windows 8 64-bit, Windows 10 Pro, Windows 11 Pro, Windows 10 Pro Education, Windows 11 Pro Education.",True
Notebooks,Compatible products.2190.unit,Compatible products_unit,,,,,The unit of measure for the Compatible products column.,True
Notebooks,"SSD, height.5585","SSD, height",,,,,"The SSD, height column contains the height of the solid state drive in the notebook. The height is measured in millimeters and can be anywhere from 1.0 mm to 9.5 mm. The format of the height is a number.",True
Notebooks,"SSD, height.5585.unit","SSD, height_unit",,,,,"The unit of measure for the SSD, height column.",True
Notebooks,Diskette drive memory.11,Diskette drive memory,,,,,The amount of memory a diskette drive has for a particular notebook computer. Ranges from 1.44 MB to 8.0 MB.,True
Notebooks,Diskette drive memory.11.unit,Diskette drive memory_unit,,,,,The unit of measure for the Diskette drive memory column.,True
Notebooks,Maximum operating altitude.7847,Maximum operating altitude,,,,,The maximum altitude at which a notebook can operate. This is typically measured in meters and is usually around 3000 meters.,True
Notebooks,Maximum operating altitude.7847.unit,Maximum operating altitude_unit,,,,,The unit of measure for the Maximum operating altitude column.,True
Notebooks,Maximum storage altitude.7848,Maximum storage altitude,,,,,"The maximum altitude at which the notebook can operate. This is typically measured in meters (m) and is a measure of how high the notebook can be stored or operated above sea level. The minimum value is 1.0 m, and the maximum value is 10668.0 m.",True
Notebooks,Maximum storage altitude.7848.unit,Maximum storage altitude_unit,,,,,The unit of measure for the Maximum storage altitude column.,True
Notebooks,Pallets per intermodal container (20ft).28512,Pallets per intermodal container (20ft),,,,,"The number of pallets that can fit in a 20ft intermodal container. Typically, half a pallet is considered as one piece (or pc), so the number is usually an integer divided by 2, e.g. 20pc equals 10 pallets. The minimum and maximum values are 11 and 1700 respectively, but this is flexible.",True
Notebooks,Pallets per intermodal container (20ft).28512.unit,Pallets per intermodal container (20ft)_unit,,,,,The unit of measure for the Pallets per intermodal container (20ft) column.,True
Notebooks,Keyboard.10158,Keyboard,,,,,"A boolean value that describes whether the keyboard is built into the notebook or not. False if it is not built in, and true if it is.",True
Notebooks,Keyboard.10158.unit,Keyboard_unit,,,,,The unit of measure for the Keyboard column.,True
Notebooks,Second display refresh rate.38974,Second display refresh rate,,,,,"The rate at which the display updates, measured in hertz (Hz). It is the number of times the display is refreshed every second.",True
Notebooks,Second display refresh rate.38974.unit,Second display refresh rate_unit,,,,,The unit of measure for the Second display refresh rate column.,True
Notebooks,Accessibility features.43091,Accessibility features,,,,,"Features that can be used as alternatives to using a notebook for users with disabilities. This can include increase contrast, closed captions, and more.",True
Notebooks,Accessibility features.43091.unit,Accessibility features_unit,,,,,The unit of measure for the Accessibility features column.,True
Notebooks,Composite video in.3555,Composite video in,,,,,"Refers to the presence of a composite video output on the notebook. This is an older video connection that is not as common as some other connections. The value in this column is an indication of the version of the composite video connection, with a minimum value of 1.0",True
Notebooks,Composite video in.3555.unit,Composite video in_unit,,,,,The unit of measure for the Composite video in column.,True
Notebooks,Master (outer) cases per intermodal container (40ft).31923,Master (outer) cases per intermodal container (40ft),,,,,"The number of master cases of notebook computers that can fit in a single intermodal container (40ft).', 'min': '11.0 pc(s)', 'max': '5016.0 pc(s)",True
Notebooks,Master (outer) cases per intermodal container (40ft).31923.unit,Master (outer) cases per intermodal container (40ft)_unit,,,,,The unit of measure for the Master (outer) cases per intermodal container (40ft) column.,True
Notebooks,Video RAM.2081,Video RAM,,,,,Video random access memory (VRAM) or random access memory is a type of computer memory that is used for the storage of graphic data to be output to a display.,True
Notebooks,Video RAM.2081.unit,Video RAM_unit,,,,,The unit of measure for the Video RAM column.,True
Notebooks,PS/2 ports quantity.1340,PS/2 ports quantity,,,,,The number of PS/2 ports on the notebook.,True
Notebooks,PS/2 ports quantity.1340.unit,PS/2 ports quantity_unit,,,,,The unit of measure for the PS/2 ports quantity column.,True
Notebooks,Multi-bay devices.2131,Multi-bay devices,,,,,A multi-bay device is a supplementary component which can be used alongside the main product. It can be integrated into the product or exist as an external attachment. Note that not all devices have multi-bay functionalities.,True
Notebooks,Multi-bay devices.2131.unit,Multi-bay devices_unit,,,,,The unit of measure for the Multi-bay devices column.,True
Notebooks,Box contents.3421,Box contents,,,,,Each value in this column is the full contents of the box for a particular notebook.,True
Notebooks,Box contents.3421.unit,Box contents_unit,,,,,The unit of measure for the Box contents column.,True
Notebooks,Motherboard ARK ID.27648,Motherboard ARK ID,,,,,"The ID number of the motherboard. Min value: 1.0, max value: 87.0",True
Notebooks,Motherboard ARK ID.27648.unit,Motherboard ARK ID_unit,,,,,The unit of measure for the Motherboard ARK ID column.,True
Notebooks,Cache external.719,Cache external,,,,,"Cache external is the external cache of the device, measured in KB. It ranges from 3.0 KB to 2048.0 KB in our dataset.",True
Notebooks,Cache external.719.unit,Cache external_unit,,,,,The unit of measure for the Cache external column.,True
Notebooks,HP Cool Control.34633,HP Cool Control,,,,,"A notebook's ability to control its internal temperature, activated by the user.",True
Notebooks,HP Cool Control.34633.unit,HP Cool Control_unit,,,,,The unit of measure for the HP Cool Control column.,True
Notebooks,BIOS memory.1653,BIOS memory,,,,,"Amount of memory the BIOS of the laptop has. This can either be a numeric value representing the size in bytes or a string representing the size and the unit (e.g. ""64KB""). Examples are: \'64\', \'512KB FLASH BIOS\', \'8\', \'1\'",True
Notebooks,BIOS memory.1653.unit,BIOS memory_unit,,,,,The unit of measure for the BIOS memory column.,True
Notebooks,Video compression formats.2225,Video compression formats,,,,,"Video compression formats are the formats that are used to encode video data. The most common video compression formats are 3GP and MP4. Other less common formats include AVI, MKV, and MOV.",True
Notebooks,Video compression formats.2225.unit,Video compression formats_unit,,,,,The unit of measure for the Video compression formats column.,True
Notebooks,E-mail.23802,E-mail,,,,,"A string that indicates the e-mail address of the contact person for the notebook. If there is no e-mail address, the value will be False.",True
Notebooks,E-mail.23802.unit,E-mail_unit,,,,,The unit of measure for the E-mail column.,True
Notebooks,"Integrated wireless LAN, type of network I/F chip.1189","Integrated wireless LAN, type of network I/F chip",,,,,"The type of wireless local area network (LAN) integrated into the notebook. For example, 'Intel WiFi Link 5100'.",True
Notebooks,"Integrated wireless LAN, type of network I/F chip.1189.unit","Integrated wireless LAN, type of network I/F chip_unit",,,,,"The unit of measure for the Integrated wireless LAN, type of network I/F chip column.",True
Notebooks,Built-in memory capacity.5150,Built-in memory capacity,,,,,"The amount of memory that is built into the notebook. This is typically in the form of RAM (random access memory). The minimum amount of memory is 1.0 GB, and the maximum amount of memory is 4.0 GB.",True
Notebooks,Built-in memory capacity.5150.unit,Built-in memory capacity_unit,,,,,The unit of measure for the Built-in memory capacity column.,True
Notebooks,HP Mobile Connect.34588,HP Mobile Connect,,,,,"Whether or not the notebook has HP Mobile Connect. This is a technology that allows the user to connect their notebook to a mobile phone, which can then be used to make calls, send text messages, and perform other functions.",True
Notebooks,HP Mobile Connect.34588.unit,HP Mobile Connect_unit,,,,,The unit of measure for the HP Mobile Connect column.,True
Notebooks,Resolution.80,Resolution,,,,,"The resolution of the display on the notebook. It is specified as width x height, and it is typically given as a string in the format of '1920 x 1080' pixels.",True
Notebooks,Resolution.80.unit,Resolution_unit,,,,,The unit of measure for the Resolution column.,True
Notebooks,Intel Virtualization Technology for Connectivity (VT-c).10354,Intel Virtualization Technology for Connectivity (VT-c),,,,,A boolean value that describes whether the Intel Virtualization Technology for Connectivity is enabled. It is enabled if it is value is anything other than false.,True
Notebooks,Intel Virtualization Technology for Connectivity (VT-c).10354.unit,Intel Virtualization Technology for Connectivity (VT-c)_unit,,,,,The unit of measure for the Intel Virtualization Technology for Connectivity (VT-c) column.,True
Notebooks,eSATA.3532,eSATA,,,,,"Indicates whether the notebook has an eSATA port or not. ""True"" if the notebook has an eSATA port, ""False"" if it does not.",True
Notebooks,eSATA.3532.unit,eSATA_unit,,,,,The unit of measure for the eSATA column.,True
Notebooks,Display resolution (numeric).6205,Display resolution (numeric),,,,,"The resolution of the display on the notebook. This is represented as the number of pixels horizontally then vertically, e.g. 1920x1080. If only one number is given, this is the horizontal resolution.",True
Notebooks,Display resolution (numeric).6205.unit,Display resolution (numeric)_unit,,,,,The unit of measure for the Display resolution (numeric) column.,True
Notebooks,Controller type.2841,Controller type,,,,,"The type of the notebook's controller. This can an Intel chip or a SATA optical drive, or something similar.",True
Notebooks,Controller type.2841.unit,Controller type_unit,,,,,The unit of measure for the Controller type column.,True
Notebooks,Instant messaging (IM).6621,Instant messaging (IM),,,,,"Whether the notebook has instant messaging functionality or not. This can be used to determine if a notebook includes programs like Skype, or if a separate device would be required for messaging.",True
Notebooks,Instant messaging (IM).6621.unit,Instant messaging (IM)_unit,,,,,The unit of measure for the Instant messaging (IM) column.,True
Notebooks,Minimum RAM.68,Minimum RAM,,,,,"The minimum random access memory (RAM) of the notebook, measured in megabytes (MB).",True
Notebooks,Minimum RAM.68.unit,Minimum RAM_unit,,,,,The unit of measure for the Minimum RAM column.,True
Notebooks,Upgrade type.1633,Upgrade type,,,,,"Type of upgrade that can be applied to the notebook.  May include operating system upgrades, additional memory, or both.",True
Notebooks,Upgrade type.1633.unit,Upgrade type_unit,,,,,The unit of measure for the Upgrade type column.,True
Notebooks,Diskette drive.935,Diskette drive,,,,,"A diskette drive, also known as a floppy disk drive, is a hardware device that reads and writes floppy disks. ",True
Notebooks,Diskette drive.935.unit,Diskette drive_unit,,,,,The unit of measure for the Diskette drive column.,True
Notebooks,Pouch.3975,Pouch,,,,,"A pouch is a small bag or pouch, typically made of leather, cloth, or plastic, that is used to store and carry various items, such as pens, pencils, and other small objects.",True
Notebooks,Pouch.3975.unit,Pouch_unit,,,,,The unit of measure for the Pouch column.,True
Notebooks,Quantity outer carton.4909,Quantity outer carton,,,,,"The number of notebooks in one carton. It is a measure of notebook quantity that can be shipped, usually 1 or more.",True
Notebooks,Quantity outer carton.4909.unit,Quantity outer carton_unit,,,,,The unit of measure for the Quantity outer carton column.,True
Notebooks,Supported protocols.1064,Supported protocols,,,,,"List of protocols that the notebook product can support. These are often communication protocols, like VVoIP or MQTT, but can also include physical layer protocols like ""USB"", ""PCI Express"" or ""SATA"".",True
Notebooks,Supported protocols.1064.unit,Supported protocols_unit,,,,,The unit of measure for the Supported protocols column.,True
Notebooks,Supported HDD interfaces.2564,Supported HDD interfaces,,,,,The type of interface for the hard disk drive (HDD) in the notebook. Options include Serial ATA and Serial ATA II.,True
Notebooks,Supported HDD interfaces.2564.unit,Supported HDD interfaces_unit,,,,,The unit of measure for the Supported HDD interfaces column.,True
Notebooks,USB 1.1 ports quantity.2309,USB 1.1 ports quantity,,,,,The number of USB 1.1 ports on the notebook.,True
Notebooks,USB 1.1 ports quantity.2309.unit,USB 1.1 ports quantity_unit,,,,,The unit of measure for the USB 1.1 ports quantity column.,True
Notebooks,Rear camera resolution.12434,Rear camera resolution,,,,,"The resolution of the rear camera in pixels. The format of the resolution should be in the format of [width x height]. For example, 1920 x 1080 means the camera is 1920 pixels wide and 1080 pixels tall.",True
Notebooks,Rear camera resolution.12434.unit,Rear camera resolution_unit,,,,,The unit of measure for the Rear camera resolution column.,True
Notebooks,Operating system version.7697,Operating system version,,,,,"Version of the operating system that the notebook is using. Examples include Windows 10, 8, 7, 64-bit, and 32-bit.",True
Notebooks,Operating system version.7697.unit,Operating system version_unit,,,,,The unit of measure for the Operating system version column.,True
Notebooks,Supported audio standards.1023,Supported audio standards,,,,,"List of supported audio standards that a notebook has. This can include the type of audio standard, as well as specific models of audio hardware that are supported.",True
Notebooks,Supported audio standards.1023.unit,Supported audio standards_unit,,,,,The unit of measure for the Supported audio standards column.,True
Notebooks,Audio system direct sound.1030,Audio system direct sound,,,,,"Indicates whether the audio system is directly connected to the notebook. If false, the audio system is connected to the notebook via Bluetooth or other wireless technology.",True
Notebooks,Audio system direct sound.1030.unit,Audio system direct sound_unit,,,,,The unit of measure for the Audio system direct sound column.,True
Notebooks,BIOS manufacturer.1052,BIOS manufacturer,,,,,The brand of the BIOS chip manufacturer for the notebook.,True
Notebooks,BIOS manufacturer.1052.unit,BIOS manufacturer_unit,,,,,The unit of measure for the BIOS manufacturer column.,True
Notebooks,System management BIOS.1054,System management BIOS,,,,,"A string representing the system management BIOS of the laptop. It is two words, with the first word being alphabetic and the second word being numeric.",True
Notebooks,System management BIOS.1054.unit,System management BIOS_unit,,,,,The unit of measure for the System management BIOS column.,True
Notebooks,BIOS DPMS support.1058,BIOS DPMS support,,,,,"Supports DPMS (Display Power Management Signaling) which enables efficient power usage and allows the computer to conserve power by shutting off the LCD display when not in use. Values may indicate ""Y"" or ""1""",True
Notebooks,BIOS DPMS support.1058.unit,BIOS DPMS support_unit,,,,,The unit of measure for the BIOS DPMS support column.,True
Notebooks,BIOS VESA support.1059,BIOS VESA support,,,,,"Indicates whether the notebook's BIOS supports Video Electronics Standards Association (VESA) technology. VESA is an organization that creates video standards, like DisplayPort and VGA, for personal computers and other electronic devices.",True
Notebooks,BIOS VESA support.1059.unit,BIOS VESA support_unit,,,,,The unit of measure for the BIOS VESA support column.,True
Notebooks,BIOS DDC support.1060,BIOS DDC support,,,,,"Indicates whether the notebook has BIOS DDC support. Y or 1 indicates that it does, while N or 0 indicates that it does not.",True
Notebooks,BIOS DDC support.1060.unit,BIOS DDC support_unit,,,,,The unit of measure for the BIOS DDC support column.,True
Notebooks,BIOS Plug and Play support.1061,BIOS Plug and Play support,,,,,"Supports BIOS Plug and Play, enabling easier driver installation and hardware recognition",True
Notebooks,BIOS Plug and Play support.1061.unit,BIOS Plug and Play support_unit,,,,,The unit of measure for the BIOS Plug and Play support column.,True
Notebooks,Motherboard architecture.1264,Motherboard architecture,,,,,"The type of motherboard used in the notebook. This can be an OEM design unique to the manufacturer, or a standard motherboard architecture from Intel or AMD.",True
Notebooks,Motherboard architecture.1264.unit,Motherboard architecture_unit,,,,,The unit of measure for the Motherboard architecture column.,True
Notebooks,Voice control.11413,Voice control,,,,,Whether the laptop has voice control or not,True
Notebooks,Voice control.11413.unit,Voice control_unit,,,,,The unit of measure for the Voice control column.,True
Notebooks,BIOS type.1829,BIOS type,,,,,The brand of the BIOS used in the laptop,True
Notebooks,BIOS type.1829.unit,BIOS type_unit,,,,,The unit of measure for the BIOS type column.,True
Notebooks,Maximum memory card size.7021,Maximum memory card size,,,,,"The maximum size of the memory card that can be inserted into the device, in gigabytes (GB).",True
Notebooks,Maximum memory card size.7021.unit,Maximum memory card size_unit,,,,,The unit of measure for the Maximum memory card size column.,True
Notebooks,Pallet gross volume.22656,Pallet gross volume,,,,,The pallet gross volume is the volume of the pallet that the notebook product is shipped on. It is always measured in dm³.,True
Notebooks,Pallet gross volume.22656.unit,Pallet gross volume_unit,,,,,The unit of measure for the Pallet gross volume column.,True
Notebooks,Webcamera description.5618,Webcamera description,,,,,"A description of the webcam that is built into the notebook. This can include the manufacturer of the webcam, the model, and any additional features or specifications. For example, 'Acer Crystal Eye, 640 x 480, Acer PrimaLite' and '1280x1024 (SXGA)'.",True
Notebooks,Webcamera description.5618.unit,Webcamera description_unit,,,,,The unit of measure for the Webcamera description column.,True
Notebooks,Configuration management description.1969,Configuration management description,,,,,A string which represents the various management softwares pre-installed onto the laptop,True
Notebooks,Configuration management description.1969.unit,Configuration management description_unit,,,,,The unit of measure for the Configuration management description column.,True
Notebooks,Rear ports note.6085,Rear ports note,,,,,"Are there any other ports located at the rear of the notebook other than the ones already mentioned (RJ-45, S-video, VGA monitor, AC power)? This field should describe the additional ports present, and can include a mixture of multiple ports, for example: 1 RJ-11, 1 VGA monitor, 1 AC power.",True
Notebooks,Rear ports note.6085.unit,Rear ports note_unit,,,,,The unit of measure for the Rear ports note column.,True
Notebooks,Keyboard illumination.7491,Keyboard illumination,,,,,"Indicates whether the keyboard of the notebook has illumination or not. Illumination is typically used to allow users to type in low light conditions, although it may also be used for aesthetic reasons. This column is intended to contain either a boolean value, or a value indicating the degree of illumination, e.g. 'Full', 'Some', 'None'.",True
Notebooks,Keyboard illumination.7491.unit,Keyboard illumination_unit,,,,,The unit of measure for the Keyboard illumination column.,True
Notebooks,Backlight type.7369,Backlight type,,,,,"The type of backlight used in the laptop, examples include LED, CCFL, etc.",True
Notebooks,Backlight type.7369.unit,Backlight type_unit,,,,,The unit of measure for the Backlight type column.,True
Notebooks,Rear ports.6084,Rear ports,,,,,"The rear ports of the laptop, e.g. '1 external VGA monitor; 1 AC power', '1 RJ-45', '1', '1 AC power; 1 external VGA monitor'.",True
Notebooks,Rear ports.6084.unit,Rear ports_unit,,,,,The unit of measure for the Rear ports column.,True
Notebooks,Standard memory capacity.6160,Standard memory capacity,,,,,"The standard memory capacity of the notebook, measured in megabytes (MB). This is the amount of random access memory (RAM) that is built into the computer, and it is the minimum amount of memory that the notebook is guaranteed to have. The actual amount of memory may be higher, depending on the specific model and configuration of the notebook.",True
Notebooks,Standard memory capacity.6160.unit,Standard memory capacity_unit,,,,,The unit of measure for the Standard memory capacity column.,True
Notebooks,Service provider.6174,Service provider,,,,,"The service provider for the notebook. This can either be built-in or not built-in. If not built-in, the service provider is the provider of the built-in broadband wireless.",True
Notebooks,Service provider.6174.unit,Service provider_unit,,,,,The unit of measure for the Service provider column.,True
Notebooks,Certified operating system.681,Certified operating system,,,,,"The name of the operating system that the product is certified to run. The operating system name can be a short string, such as 'Windows 10', or a longer string, such as 'SUSE Linux Enterprise Desktop 10'.",True
Notebooks,Certified operating system.681.unit,Certified operating system_unit,,,,,The unit of measure for the Certified operating system column.,True
Notebooks,Data transfer rate.1774,Data transfer rate,,,,,"The data transfer rate is the speed at which data is transferred between the notebook's storage and another device. This column contains the data transfer rate in Gbit/s, which is a measure of how fast data can be transferred. The minimum value is 1.0 Gbit/s, which means that data can be transferred at a rate of 1.0 Gbit/s or faster. The maximum value is also 1.0 Gbit/s, which means that the data transfer rate is not greater than 1.0 Gbit/s.",True
Notebooks,Data transfer rate.1774.unit,Data transfer rate_unit,,,,,The unit of measure for the Data transfer rate column.,True
Notebooks,Display resolution (unfolded).41565,Display resolution (unfolded),,,,,"The display resolution of the notebook. This is the number of pixels horizontally and vertically that the screen of the notebook will display. The format of this column is a string in the format of ""<horizontal resolution> x <vertical resolution>"". For example, ""1366 x 768"" means that the screen will display 1366 pixels horizontally and 768 pixels vertically.",True
Notebooks,Display resolution (unfolded).41565.unit,Display resolution (unfolded)_unit,,,,,The unit of measure for the Display resolution (unfolded) column.,True
Notebooks,Package tare weight.28520,Package tare weight,,,,,"The weight, measured in grams, of the packaging for the notebook. This can also be an empty string if no packaging is included with the purchase.",True
Notebooks,Package tare weight.28520.unit,Package tare weight_unit,,,,,The unit of measure for the Package tare weight column.,True
Notebooks,Video in.1594,Video in,,,,,"Video input for the notebook. Video in Type according to the standard specifications. Video In Controller, Video In Expansion Port, Video In Port, Video In Slot, or None.",True
Notebooks,Video in.1594.unit,Video in_unit,,,,,The unit of measure for the Video in column.,True
Notebooks,Video card note.6014,Video card note,,,,,"A note regarding the video card, such as Microsoft DirectX 10.1 (Shader Model 4.1) capable or AMD Eyefinity Technology understÃ¸tter op til 5 uafhÃ¦ngige skÃ¦rme ved brug af en HP avanceret dockingstation",True
Notebooks,Video card note.6014.unit,Video card note_unit,,,,,The unit of measure for the Video card note column.,True
Notebooks,Drop proof.4240,Drop proof,,,,,Drop proof indicates the height from which the notebook can be dropped and still function correctly. This measurement is taken in centimeters (cm).,True
Notebooks,Drop proof.4240.unit,Drop proof_unit,,,,,The unit of measure for the Drop proof column.,True
Notebooks,Export Control Classification Number (ECCN).37637,Export Control Classification Number (ECCN),,,,,"Export Control Classification Number, determined by the preferred source country of each manufacturer as part of the Commerce Control List, with an example value of ""5A992.c""",True
Notebooks,Export Control Classification Number (ECCN).37637.unit,Export Control Classification Number (ECCN)_unit,,,,,The unit of measure for the Export Control Classification Number (ECCN) column.,True
Notebooks,"Master (outer) cases per intermodal container (45ft, HC).31925","Master (outer) cases per intermodal container (45ft, HC)",,,,,"The number of master cases that can fit in an intermodal container (45ft, high cube).",True
Notebooks,"Master (outer) cases per intermodal container (45ft, HC).31925.unit","Master (outer) cases per intermodal container (45ft, HC)_unit",,,,,"The unit of measure for the Master (outer) cases per intermodal container (45ft, HC) column.",True
Notebooks,HP Display Control.34614,HP Display Control,,,,,"Displays whether the HP Display Control software is installed on the device, where true indicates that the software is installed and false indicates that it is not",True
Notebooks,HP Display Control.34614.unit,HP Display Control_unit,,,,,The unit of measure for the HP Display Control column.,True
Notebooks,Modem chip.1065,Modem chip,,,,,Chip or component that provides the functionality of internal modem or wireless network interface card.,True
Notebooks,Modem chip.1065.unit,Modem chip_unit,,,,,The unit of measure for the Modem chip column.,True
Notebooks,Networking manufacturer.1102,Networking manufacturer,,,,,"Manufacturer of the network hardware/chipset for the notebook, for example 'Marvell', '11', 'Realtek RTL8111C'. Manufacturer should be entered in full, lower case without any leading or trailing articles like 'a', 'the', 'etc'.",True
Notebooks,Networking manufacturer.1102.unit,Networking manufacturer_unit,,,,,The unit of measure for the Networking manufacturer column.,True
Notebooks,Intel Turbo Memory.6229,Intel Turbo Memory,,,,,"A measure of the Intel Turbo Memory within a notebook, where the minimum value is 1.0 GB and the maximum value is 800.0 GB",True
Notebooks,Intel Turbo Memory.6229.unit,Intel Turbo Memory_unit,,,,,The unit of measure for the Intel Turbo Memory column.,True
Notebooks,Tobii Eye Tracking technology.40475,Tobii Eye Tracking technology,,,,,Does the laptop utilise Tobii Eye Tracking technology for augmented reality and gaming?,True
Notebooks,Tobii Eye Tracking technology.40475.unit,Tobii Eye Tracking technology_unit,,,,,The unit of measure for the Tobii Eye Tracking technology column.,True
Notebooks,Bluetooth range.6337,Bluetooth range,,,,,"The Bluetooth range of a notebook, given in meters as a non-negative integer.",True
Notebooks,Bluetooth range.6337.unit,Bluetooth range_unit,,,,,The unit of measure for the Bluetooth range column.,True
Notebooks,Software productivity.1657,Software productivity,,,,,"A string indicating the software package included with the notebook. This can include versions and other details, and may also be blank if no software is included with the notebook.",True
Notebooks,Software productivity.1657.unit,Software productivity_unit,,,,,The unit of measure for the Software productivity column.,True
Notebooks,Storage drive partition.3158,Storage drive partition,,,,,"A string representing the storage drive partition of the notebook, typically given in gigabytes (GB). This may include information such as the maximum storage capacity, the type of storage drive, or a description of the storage drive partition.",True
Notebooks,Storage drive partition.3158.unit,Storage drive partition_unit,,,,,The unit of measure for the Storage drive partition column.,True
